reaction_id,reaction,genes
ACTNabc1,actn__R_c + atp_c + h2o_c --> actn__R_e + adp_c + h_c + pi_c,WP_005239423_1 and WP_005239455_1 and WP_005248932_1
ACYP_2,actp_c + h2o_c --> ac_c + h_c + pi_c,WP_005259398_1
ACYSBMNt,acysbmn_c <=> acysbmn_e,
ACt2rpp,ac_p + h_p --> ac_c + h_c,WP_005243991_1 or WP_025433374_1
ACt4pp,ac_p + na1_p --> ac_c + na1_c,WP_005243991_1 or WP_005251101_1 or WP_025433374_1
ACt5pp,ac_p + 2.0 h_p --> ac_c + 2.0 h_c,WP_005244433_1
ACtex,ac_e <=> ac_p,
ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c,WP_005239892_1 or WP_025431681_1 or WP_025432207_1
ADADir,atp_c + dcyt_c --> adp_c + dcmp_c + h_c,
ADCL,4adcho_c --> 4abz_c + h_c + pyr_c,WP_005241656_1 or WP_025431868_1 or WP_025433076_1
ADCPS1,adcobhex_c + appl_c + atp_c --> adocbi_c + adp_c + h_c + pi_c,WP_226955525_1
ADCPS2,adcobhex_c + applp_c + atp_c --> adocbip_c + adp_c + h_c + pi_c,WP_025432895_1 or WP_226955525_1
ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c,WP_005249080_1 or WP_025432227_1 or WP_025433076_1
ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c,WP_025432207_1
ADK1,amp_c + atp_c <=> 2.0 adp_c,WP_005239670_1
ADK2,amp_c + pppi_c <=> adp_c + ppi_c,WP_005239670_1
ADK4,amp_c + itp_c <=> adp_c + idp_c,
ADMDC,amet_c + h_c --> ametam_c + co2_c,
ADNCYC,atp_c --> camp_c + ppi_c,WP_005243927_1 or WP_005246327_1 or WP_005248480_1 or WP_005248936_1 or WP_005251722_1 or WP_005252163_1 or WP_005258596_1 or WP_025432979_1 or WP_043943784_1
ADNK1,adn_c + atp_c --> adp_c + amp_c + h_c,WP_005247724_1
ADNK3,adn_c + gtp_c --> amp_c + gdp_c + h_c,WP_005247724_1
ADNK4,adn_c + dgtp_c --> amp_c + dgdp_c + h_c,WP_005247724_1
ADNUC,adn_c + h2o_c --> ade_c + rib__D_c,WP_025432641_1
ADNt2,adn_e + h_e --> adn_c + h_c,WP_005252714_1
ADOCBIAH,adocbi_c + h2o_c <=> adcobhex_c + appl_c,WP_005247806_1
ADOCBIK,adocbi_c + atp_c --> adocbip_c + adp_c + h_c,WP_025432895_1
ADPGLC,adpglc_c + h2o_c --> amp_c + g1p_c + 2.0 h_c,
ADPRDP,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,WP_005243172_1 or WP_025432322_1
ADPRDP_1,adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c,WP_005243172_1
ADPT,ade_c + prpp_c --> amp_c + ppi_c,WP_025432422_1
ADSELK,adsel_c + atp_c --> 3padsel_c + adp_c + h_c,
ADSELR,3padsel_c + trdrd_c --> 2.0 h_c + pap_c + slnt_c + trdox_c,WP_005247443_1 or WP_005248348_1
ADSK,aps_c + atp_c --> adp_c + h_c + paps_c,WP_025432985_1
ADSL1r,dcamp_c <=> amp_c + fum_c,WP_005244448_1 or WP_005249233_1
ADSL2r,25aics_c <=> aicar_c + fum_c,WP_005244448_1 or WP_005249233_1
ADSS,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,WP_005238467_1
ADtr,ad_e --> ad_c,
AEPPYRTA,2ameph_c + pyr_c --> Pald_c + ala__L_c + h_c,WP_005249173_1
AEPabcpp,2ameph_p + atp_c + h2o_c --> 2ameph_c + adp_c + h_c + pi_c,( WP_005249627_1 and WP_025433581_1 ) or ( WP_005249236_1 and WP_043943804_1 and WP_226955505_1 ) or ( WP_005240574_1 and WP_005240575_1 and WP_005240577_1 and WP_005240579_1 )
AEPtex,2ameph_e <=> 2ameph_p,
AGDC,acgam6p_c + h2o_c --> ac_c + gam6p_c,WP_005252860_1
AGM3PA,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,
AGM3PApp,anhgm3p_p + h2o_p --> LalaDgluMdap_p + anhgm_p,
AGM3PH,anhgm3p_c + h2o_c --> acgam_c + anhm3p_c,WP_005243714_1
AGM3Pt2pp,anhgm3p_p + h_p --> anhgm3p_c + h_c,
AGM4PApp,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,
AGM4PCPpp,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p,WP_005247706_1
AGM4PH,anhgm4p_c + h2o_c --> acgam_c + anhm4p_c,WP_005243714_1
AGM4Pt2pp,anhgm4p_p + h_p --> anhgm4p_c + h_c,
AGMDA,agm_c + h2o_c --> Ncbmpts_c + nh4_c,WP_005238590_1
AGMH,anhgm_c + h2o_c --> acgam_c + anhm_c,WP_005243714_1
AGMtex,agm_e <=> agm_p,
AGPAT120,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c,
AGPAT141,1tdec7eg3p_c + tdeACP_c --> ACP_c + pa141_c,
AGPAT160,1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,WP_005238713_1 or WP_025431651_1 or WP_025432883_1
AGPAT161,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,WP_025431651_1
AGPAT180,1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,WP_025431651_1
AGPAT181,1odec11eg3p_c + octeACP_c --> ACP_c + pa181_c,WP_025431651_1
AGPATr_BS,0.01 1ag3p_BS_c + 0.07 fa11coa_c + 0.17 fa12coa_c + 0.01 fa1coa_c + 0.2 fa3coa_c + 0.34 fa4coa_c + 0.05 fa6coa_c + 0.1 pmtcoa_c + 0.03 strcoa_c + 0.03 tdcoa_c <=> 0.01 12dag3p_BS_c + coa_c,
AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c,WP_005247372_1
AH6PI,ah6p__D_c <-- f6p_c,WP_005242425_1
AHCYSNS,ahcys_c + h2o_c --> ade_c + rhcys_c,WP_005240273_1
AHCi,ahcys_c + h2o_c <=> adn_c + hcys__L_c,WP_005240051_1
AHGDx,S2hglut_c + nad_c <=> akg_c + h_c + nadh_c,WP_025433303_1
AHMMPS,air_c + 2.0 h_c --> 4ahmmp_c + gcald_c + pi_c,WP_005251724_1
AHSERL2,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,WP_005243958_1 or WP_025433060_1
AI2abcpp,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c,WP_005248812_1 and WP_005248813_1 and WP_025431662_1
AI2tpp,mththf_c --> mththf_p,WP_025431718_1
AICART,10fthf_c + aicar_c <=> fprica_c + thf_c,WP_005238563_1
AIRC2,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c,WP_226955692_1
AIRC3,5aizc_c <=> 5caiz_c,WP_226955692_1
AIRCr,air_c + co2_c <=> 5aizc_c + h_c,WP_005240011_1 and WP_043943902_1
AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c,WP_005250553_1
AKGDa,akg_c + h_c + lpam_c <=> co2_c + sdhlam_c,WP_037179071_1
AKGDb,coa_c + sdhlam_c --> dhlam_c + succoa_c,WP_025432898_1
AKGt2r,akg_e + h_e --> akg_c + h_c,WP_005251525_1
AKGt2rpp,akg_p + h_p --> akg_c + h_c,WP_005242920_1 or WP_005251525_1 or WP_025432988_1
AKGtex,akg_e <=> akg_p,
AKP1,ahdt_c + 3.0 h2o_c --> dhnpt_c + 2.0 h_c + 3.0 pi_c,WP_005245465_1
ALAALAD,alaala_c + h2o_c --> 2.0 ala__D_c,WP_005239875_1
ALAALAabcpp,alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431615_1 ) or ( WP_005252471_1 and WP_025432082_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248477_1 and WP_025433508_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_005252471_1 and WP_025432082_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 ) or ( WP_005243362_1 and WP_005245505_1 and WP_005252471_1 and WP_025432082_1 and WP_050983264_1 )
ALAALAr,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,WP_005240416_1
ALAD_L,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,WP_005252938_1 or WP_025432628_1
ALAGLNtr,ala_gln_e + atp_c + h2o_c --> adp_c + ala_gln_c + h_c + pi_c,WP_005243784_1
ALAGLUE,LalaDglu_c <=> LalaLglu_c,WP_025433404_1
ALAGLUabcpp,LalaLglu_p + atp_c + h2o_c --> LalaLglu_c + adp_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 )
ALAGLYtr,alagly_e + atp_c + h2o_c --> adp_c + alagly_c + h_c + pi_c,WP_005243784_1
ALAHISabcpp,alahis_p + atp_c + h2o_c --> adp_c + alahis_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 )
ALAHIStex,alahis_e <=> alahis_p,
ALAHIStr,ala_his_e + atp_c + h2o_c --> adp_c + ala_his_c + h_c + pi_c,WP_005243784_1
ALALEUabcpp,alaleu_p + atp_c + h2o_c --> adp_c + alaleu_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 )
ALALEUt,ala_leu_e + atp_c + h2o_c --> adp_c + ala_leu_c + h_c + pi_c,WP_005243784_1
ALALEUtex,alaleu_e <=> alaleu_p,
ALAR,ala__L_c <=> ala__D_c,WP_005239745_1 or WP_025432870_1
ALAS,gly_c + h_c + succoa_c <=> 5aop_c + co2_c + coa_c,
ALATA_L2,ala__L_c + pydx5p_c --> pyam5p_c + pyr_c,
ALATHRabcpp,alathr_p + atp_c + h2o_c --> adp_c + alathr_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 )
ALATHRtex,alathr_e <=> alathr_p,
ALATHRtr,ala_L_thr__L_e + atp_c + h2o_c --> adp_c + ala_L_thr__L_c + h_c + pi_c,WP_005243784_1
ALATRPabcpp,alatrp_p + atp_c + h2o_c --> adp_c + alatrp_c + h_c + pi_c,( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_050983264_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_025431616_1 and WP_025433508_1 and WP_050983264_1 )
ALATRPtex,alatrp_e <=> alatrp_p,
ALAabc,ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,WP_005251655_1 or WP_025432117_1 or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 )
ALAabcpp,ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,( WP_005244312_1 and WP_005244316_1 ) or ( WP_005244316_1 and WP_005244318_1 ) or ( WP_005244318_1 and WP_005244465_1 ) or ( WP_005244316_1 and WP_005244318_1 and WP_005244465_1 ) or ( WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1 )
ALAt2pp,ala__L_p + h_p --> ala__L_c + h_c,WP_005251594_1
ALAt2r,ala__L_e + h_e --> ala__L_c + h_c,WP_005250600_1
ALAtex,ala__L_e <=> ala__L_p,
ALCD1,meoh_c + nad_c <=> fald_c + h_c + nadh_c,WP_005239448_1 or WP_005242359_1 or WP_005244333_1 or WP_005250046_1 or WP_025432631_1 or WP_025433317_1 or WP_025433620_1
ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c,WP_005239439_1 or WP_005242122_1 or WP_005242199_1 or WP_005244787_1 or WP_005245235_1 or WP_005245403_1 or WP_005250046_1 or WP_005250184_1 or WP_025433300_1
ALCD19y,glyald_c + h_c + nadph_c <=> glyc_c + nadp_c,WP_005245235_1 or WP_005252133_1 or WP_025431940_1 or WP_025433158_1
ALCD22_L,lald__L_c + nad_c <=> h_c + mthgxl_c + nadh_c,WP_005244333_1 or WP_005250046_1
ALCD2ir,acald_c + h_c + nadh_c <=> etoh_c + nad_c,WP_005240719_1 or WP_005245235_1 or WP_005247847_1 or WP_005250046_1 or WP_005250184_1 or WP_005251155_1 or WP_005251793_1 or WP_025433158_1 or WP_025433300_1
ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c,WP_005239439_1 or WP_005239448_1 or WP_005242122_1 or WP_005242199_1 or WP_005244333_1 or WP_005245235_1 or WP_005249807_1 or WP_005250046_1
ALCD2y,etoh_c + nadp_c <=> acald_c + h_c + nadph_c,WP_005250050_1 or WP_025431846_1 or WP_025433158_1
ALCD4,btoh_c + nad_c <=> btal_c + h_c + nadh_c,WP_005239439_1 or WP_005239448_1
ALDD1,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,WP_005250050_1 or WP_005250245_1 or WP_005250914_1 or WP_005250991_1 or WP_005251153_1 or WP_025433158_1
ALDD19xr,h2o_c + nad_c + pacald_c <=> 2.0 h_c + nadh_c + pac_c,WP_005239591_1 or WP_005241278_1 or WP_005246558_1 or WP_005250821_1 or WP_005251153_1
ALDD20x,h2o_c + id3acald_c + nad_c --> 2.0 h_c + ind3ac_c + nadh_c,WP_005239591_1 or WP_005241094_1 or WP_005241278_1 or WP_005245403_1 or WP_005250821_1 or WP_025431636_1 or WP_025433525_1
ALDD20y,h2o_c + id3acald_c + nadp_c --> 2.0 h_c + ind3ac_c + nadph_c,WP_005241094_1 or WP_005241278_1 or WP_025431636_1 or WP_025433525_1
ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c,WP_005239499_1 or WP_005239591_1 or WP_005241094_1 or WP_005241278_1 or WP_005242840_1 or WP_005245403_1 or WP_005245755_1 or WP_005250821_1 or WP_005250914_1 or WP_005251153_1 or WP_005252419_1 or WP_025431636_1 or WP_025433525_1 or ( WP_005239950_1 and WP_005244585_1 )
ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,WP_005239591_1 or WP_005241094_1 or WP_005241278_1 or WP_005242122_1 or WP_005246520_1 or WP_005250821_1 or WP_025431636_1 or WP_025433525_1
ALDD3,h2o_c + nad_c + ppal_c --> 2.0 h_c + nadh_c + ppa_c,WP_005250914_1 or WP_005251153_1
ALDD31,aacald_c + h2o_c + nad_c <=> gly_c + 2.0 h_c + nadh_c,WP_005242840_1
ALDD31_1,amacald_c + h2o_c + nad_c --> gly_c + 2.0 h_c + nadh_c,WP_005250914_1 or WP_005251153_1
ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c,WP_005241278_1 or WP_005242122_1
ALDD4,btal_c + h2o_c + nad_c --> but_c + 2.0 h_c + nadh_c,WP_005250914_1 or WP_005251153_1
ALDD4x,h2o_c + mmalsa__S_c + nad_c --> 2.0 h_c + mmal_c + nadh_c,WP_005250914_1 or WP_005251153_1
ALDD5,h2o_c + nad_c + ptal_c --> 2.0 h_c + nadh_c + pta_c,WP_005250914_1 or WP_005251153_1
ALDD6,h2o_c + hxal_c + nad_c --> 2.0 h_c + hxa_c + nadh_c,WP_005250914_1 or WP_005251153_1
ALDH_1,h2o_c + mmtsa_c + nad_c <=> 2.0 h_c + mmal_c + nadh_c,
ALGAC4,4.0 accoa_c + prealginate__M_p --> 4.0 coa_c + prealgac_M4_p,
ALGE6,prealgac_M4_p <=> algac_MG_41_p,
ALGSex7,algac_MG_41_p --> algac_MG_41_e,
ALKP,dhap_c + h2o_c --> dha_c + pi_c,WP_005243022_1 or WP_025432077_1
ALLTAHr,alltt_c + h2o_c <=> urdglyc_c + urea_c,WP_025433273_1
ALLTAMH,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,WP_005242491_1 or WP_005250837_1
ALLTN,alltn_c + h2o_c --> alltt_c + h_c,WP_005244835_1 or WP_005246368_1
ALLTNRA,alltn__R_c <=> alltn_c,WP_005251023_1
ALLTNt2rpp,alltn_p + h_p --> alltn_c + h_c,WP_005244837_1 or WP_025433272_1
ALLTNtex,alltn_e <=> alltn_p,
ALPHNH,allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c,WP_005244894_1 or WP_005250037_1 or WP_005250038_1 or WP_043943824_1 or ( WP_005250037_1 and WP_005250038_1 )
ALR2,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c,WP_005239336_1 or WP_005242122_1 or WP_005242272_1 or WP_005242785_1 or WP_005248925_1 or WP_005250268_1 or WP_025431559_1 or WP_025431806_1 or WP_025431921_1 or WP_025433470_1
ALR3,acetol_c + h_c + nadph_c --> 12ppd__S_c + nadp_c,WP_025431806_1
AM3PA,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,
AM4PA,anhm4p_c + h2o_c --> LalaDgluMdapDala_c + anhm_c,
AMALT1,malt_c + malttr_c --> glc__D_c + maltttr_c,WP_005244400_1
AMALT2,malt_c + maltttr_c --> glc__D_c + maltpt_c,WP_005244400_1
AMALT3,malt_c + maltpt_c --> glc__D_c + malthx_c,WP_005244400_1
AMALT4,malt_c + malthx_c --> glc__D_c + malthp_c,WP_005244400_1
AMANAPEr,acmanap_c <=> acgam6p_c,
AMANK,acmana_c + atp_c --> acmanap_c + adp_c + h_c,WP_005244178_1 or WP_025432459_1 or WP_025433212_1
AMAOTr,8aonn_c + amet_c <=> amob_c + dann_c,WP_005247571_1
AMID2,h2o_c + pad_c --> nh4_c + pac_c,WP_005239382_1 or WP_005251825_1
AMID4,ad_c + h2o_c --> ac_c + nh4_c,WP_005247916_1 or WP_005248892_1 or WP_005250121_1 or WP_025431745_1
AMID_1,ad_c + h2o_c --> ac_c + nh4_c,WP_005249999_1
AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,WP_005252082_1 or WP_025431587_1
AMMQT8,2dmmq8_c + amet_c + h_c --> ahcys_c + mql8_c,WP_005252082_1
AMMQT8_2,2dmmq8_c + amet_c --> ahcys_c + h_c + mqn8_c,WP_005251892_1 or WP_005252082_1
AMPEP1,gly_asn__L_c + h2o_c <=> asn__L_c + gly_c,WP_005241688_1
AMPEP10,gly_asp__L_c + h2o_c <=> asp__L_c + gly_c,WP_005241688_1
AMPEP11,gly_pro__L_c + h2o_c --> gly_c + h_c + pro__L_c,WP_005241688_1
AMPEP12,ala_gln_c + h2o_c <=> ala__L_c + gln__L_c,WP_005241688_1
AMPEP13,ala_L_asp__L_c + h2o_c <=> ala__L_c + asp__L_c,WP_005241688_1
AMPEP14,h2o_c + h_c + met_L_ala__L_c <=> ala__L_c + met__L_c,WP_005241688_1
AMPEP15,h2o_c + prohisglu_c --> glu__L_c + his__L_c + pro__L_c,WP_005241688_1
AMPEP16,h2o_c + lysglugly_c --> glu__L_c + gly_c + lys__L_c,WP_005241688_1
AMPEP17,glyglygln_c + h2o_c --> gln__L_c + 2.0 gly_c,WP_005241688_1
AMPEP18,h2o_c + serglugly_c --> glu__L_c + gly_c + ser__L_c,WP_005241688_1
AMPEP2,ala_L_thr__L_c + h2o_c <=> ala__L_c + thr__L_c,WP_005241688_1
AMPEP3,gly_gln_c + h2o_c <=> gln__L_c + gly_c,WP_005241688_1
AMPEP4,alagly_c + h2o_c <=> ala__L_c + gly_c,WP_005241688_1
AMPEP5,ala_L_glu__L_c + h2o_c <=> ala__L_c + glu__L_c,WP_005241688_1
AMPEP6,ala_leu_c + h2o_c <=> ala__L_c + leu__L_c,WP_005241688_1
AMPEP7,ala_his_c + h2o_c <=> ala__L_c + his__L_c,WP_005241688_1
AMPEP8,gly_glu__L_c + h2o_c <=> glu__L_c + gly_c,WP_005241688_1
AMPEP9,gly_met_c + h2o_c <=> gly_c + met__L_c,WP_005241688_1
AMPTASEAH,alahis_c + h2o_c --> ala__L_c + his__L_c,WP_005247736_1
AMPTASEAL,alaleu_c + h2o_c --> ala__L_c + leu__L_c,WP_005247736_1
AMPTASEAT,alathr_c + h2o_c --> ala__L_c + thr__L_c,WP_005247736_1
AMPTASEATRP,alatrp_c + h2o_c --> ala__L_c + trp__L_c,WP_005247736_1
AMPTASECG,cgly_c + h2o_c --> cys__L_c + gly_c,WP_005241688_1 or WP_005247736_1 or WP_005248200_1 or ( WP_005239672_1 and WP_005248827_1 and WP_025431736_1 and WP_025433618_1 )
AMPTASEGGLN,glygln_c + h2o_c --> gln__L_c + gly_c,WP_005247736_1
AMPTASEGGLU,glyglu_c + h2o_c --> glu__L_c + gly_c,WP_005247736_1
AMPTASEGM,glymet_c + h2o_c --> gly_c + met__L_c,WP_005247736_1
AMPTASEGS,glyser_c + h2o_c --> gly_c + ser__L_c,WP_005247736_1
AMPTASEHG,h2o_c + hisgly_c --> gly_c + his__L_c,WP_005247736_1
AMPTASEHH,h2o_c + hishis_c --> 2.0 his__L_c,WP_005247736_1
AMPTASEPG,h2o_c + progly_c --> gly_c + pro__L_c,WP_005247736_1
ANDO1,anth_c + 2.0 h_c + nadh_c + o2_c --> catechol_c + co2_c + nad_c + nh3_c,WP_025433336_1
ANDO2,anth_c + 2.0 h_c + nadph_c + o2_c --> catechol_c + co2_c + nadp_c + nh3_c,WP_025433336_1
ANHGMtex,anhgm_e <=> anhgm_p,
ANHMK,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c,
ANPRT,anth_c + prpp_c --> ppi_c + pran_c,WP_005247709_1
ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c,WP_005247495_1 or WP_025432227_1
ANS2,chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,WP_025432227_1
AOBUTDs,2aobut_c + h_c --> aact_c + co2_c,spontaneous
AOXSr,ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c,WP_061044208_1
AP3S,adp_c + atp_c + 4.0 h_c --> p1p3b5adtp_c + ppi_c,WP_005249040_1
AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c,WP_005240964_1
AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c,WP_005244958_1 or WP_005250782_1
APAT_1,atp_c + ppa_c <=> ppad_c + ppi_c,WP_005240572_1 or WP_005250868_1
APCt6,apc_p + h_p --> apc_e + h_c,WP_009474664_1
APCtex,apc_e <=> apc_p,
APENTAMAH2,5apentam_c + h2o_c + h_c --> 5aptn_c + nh4_c,WP_005249247_1
APG3PAT120,ddcap_c + glyc3p_c --> 1ddecg3p_c + h_c + pi_c,
APG3PAT141,glyc3p_c + ttdceap_c --> 1tdec7eg3p_c + h_c + pi_c,
APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,
APG3PAT161,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,
APG3PAT180,glyc3p_c + ocdcap_c --> 1odecg3p_c + h_c + pi_c,
APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,
APPLDHr,aact_c + h_c + nadh_c <=> appl_c + nad_c,
APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,WP_005240942_1 or WP_005241759_1
APRTO2,aprut_c + h2o_c + o2_c --> h2o2_c + n4abutn_c + nh4_c,WP_005252451_1
APSR,aps_c + trdrd_c --> amp_c + 2.0 h_c + so3_c + trdox_c,WP_005247443_1 or WP_005248348_1 or WP_025432925_1
APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c,WP_005244800_1
ARABR,arab__L_c + h_c + nadph_c --> abt_c + nadp_c,WP_005241223_1 or WP_025431798_1 or WP_025431806_1
ARABRr,arab__L_c + h_c + nadph_c <=> abt__L_c + nadp_c,WP_025431798_1 or WP_025431921_1
ARACHTA,ACP_c + arachcoa_c <=> arachACP_c + coa_c,
ARBT6Pt,arbt6p_e <=> arbt6p_c,
ARBTpts,arbt_e + pep_c --> arbt6p_c + pyr_c,WP_005252856_1 or ( WP_005252852_1 and WP_005252856_1 )
ARBabcpp,arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,WP_226955687_1 or ( WP_005248812_1 and WP_037182463_1 )
ARBt2r,arab__L_e + h_e --> arab__L_c + h_c,WP_005244703_1
ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c,WP_005243448_1 or WP_025431793_1 or WP_037181792_1
ARGAGMt7pp,agm_c + arg__L_p <=> agm_p + arg__L_c,WP_005252423_1
ARGDI_1,arg__L_c + h2o_c --> citr__L_c + h_c + nh3_c,WP_005239717_1
ARGDr,arg__L_c + h2o_c --> citr__L_c + nh4_c,WP_005238720_1
ARGN_1,arg__L_c + h2o_c --> orn__L_c + urea_c,WP_005244250_1
ARGR,arg__L_c <=> arg__D_c,
ARGSL,argsuc_c <=> arg__L_c + fum_c,WP_005247355_1 or WP_080578302_1
ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c,WP_005247359_1
ARGabc,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,WP_005251655_1 or WP_025432117_1 or ( WP_005240751_1 and WP_025432117_1 )
ARGabcpp,arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,WP_005243978_1 or WP_025432387_1 or WP_164709508_1 or WP_179443303_1 or ( WP_005243978_1 and WP_005247432_1 ) or ( WP_005249318_1 and WP_164709508_1 )
ARGt2r,arg__L_e + h_e --> arg__L_c + h_c,WP_005240049_1 or ( WP_005240049_1 and WP_025433612_1 )
ARGt5r,arg__L_e <=> arg__L_c,WP_005238794_1 or WP_025433611_1
ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c,WP_025432089_1
ASAD,aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c,WP_005248516_1
ASCBPL,ascb6p_c + h2o_c --> 3dhgulnp_c + h_c,
ASCBpts,ascb__L_e + pep_c --> ascb6p_c + pyr_c,WP_005252856_1
ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c,WP_005244922_1 or WP_005245583_1 or WP_025432017_1
ASNN_1,asn__L_c + h2o_c --> asp__L_c + h_c + nh3_c,WP_005244373_1
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,WP_005245583_1
ASNS1,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c,WP_005244070_1 or WP_005247722_1
ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c,WP_005245583_1
ASNabc,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c,WP_005251655_1 or WP_025432117_1
ASNt2r,asn__L_e + h_e --> asn__L_c + h_c,WP_005244919_1
ASNt2rpp,asn__L_p + h_p --> asn__L_c + h_c,WP_005244919_1
ASNtex,asn__L_e <=> asn__L_p,
ASO3t2pp,aso3_c + h_p --> aso3_p + h_c,WP_025432904_1
ASO3t4pp,aso3_c + na1_p --> aso3_p + na1_c,WP_005249897_1
